id;Gender;Height;Weight
1;Male;187.57142322448811;109.72098511014079
2;Male;174.70603627656132;73.62273185188151
3;Male;188.23966769513368;96.49755015358394
4;Male;182.19668514447775;99.80950418971331
5;Male;177.49976148723286;93.5986187645829
6;Male;170.8226598470285;69.0422161541668
7;Male;174.71410637922048;83.42821884767962
8;Male;173.60522939943326;76.19035194915736
9;Male;170.2281321437228;79.8001867279709
10;Male;161.17949470505064;70.9416420117829
11;Male;180.83627099875525;84.6425013947739
12;Male;181.9676450028203;96.95128455104093
13;Male;164.50647599885;75.80767932324014
14;Male;175.9789980456698;85.93127230757327
15;Male;175.87907986372045;84.56504714108983
16;Male;171.81987403906984;78.1026139789214
17;Male;183.942524230009;88.91696224345598
18;Male;162.49478733149493;78.41855901894093
19;Male;176.88575214537082;84.36083528351118
20;Male;172.55745232918417;82.74726812561521
21;Male;172.50422749230435;78.97759250388721
22;Male;176.37617726482034;89.68939099306408
23;Male;168.0187951806304;67.6639361526894
24;Male;191.02317298012187;103.76451359280797
25;Male;172.4487187000549;73.4849212251682
26;Male;173.08584330743003;87.24568902450659
27;Male;175.48766382947102;83.6583196302577
28;Male;184.91414253191078;93.81561209555721
29;Male;171.24995539556042;79.47563348891016
30;Male;173.9808950064821;70.00858627570179
31;Male;174.29000079752274;85.0516040007288
32;Male;188.0458713590362;96.57437492585372
33;Male;181.6816687303501;88.46506527292169
34;Male;175.71760919290577;93.06964917147516
35;Male;176.7260940081211;92.60721400658434
36;Male;178.81835937672955;87.4994912097402
37;Male;175.45347476554045;89.57908693693159
38;Male;170.6715491381159;83.37518697059
39;Male;167.15058176352375;74.32187695034392
40;Male;163.3326372445611;73.98449171400647
41;Male;172.65481401707962;78.07932989895656
42;Male;183.36114193640205;88.01744329852039
43;Male;165.7866776310601;76.48366073629721
44;Male;167.86905053573213;73.11605147836697
45;Male;171.47621664991306;74.68858448473546
46;Male;178.06615708809903;85.69364533099268
47;Male;173.35966455980272;84.84916997708282
48;Male;183.31868115412516;94.83287106691118
49;Male;175.7168383519486;87.09616642820218
50;Male;185.0907147739769;95.86326581741416
51;Male;164.54776076408726;75.12010874325914
52;Male;178.2662167142086;91.20461347461925
53;Male;173.96828364246608;78.66372102153542
54;Male;171.02031043778118;82.28507206266674
55;Male;170.15699796960894;76.9916661750951
56;Male;168.90885674663477;74.07589556504165
57;Male;173.61676388185296;86.0510335482185
58;Male;179.76712603880944;87.14629375744303
59;Male;180.88844612045608;89.90123773149449
60;Male;177.8339479866312;95.03954411412165
61;Male;181.36408284072763;90.15585187217077
62;Male;176.66209294087304;89.84728729346385
63;Male;187.49907777673556;88.58225936436264
64;Male;170.172082190715;74.81696269301659
65;Male;181.4029033684504;81.5848271898864
66;Male;165.8094225308709;70.42034882345507
67;Male;173.41644634454013;83.69651971522318
68;Male;184.8240396637097;100.09779418432065
69;Male;172.97242469288085;83.14915394611253
70;Male;174.99763342330976;89.10874364478228
71;Male;175.99535530679523;83.73109116013744
72;Male;179.1289902895795;94.13523528930341
73;Male;176.94586207535545;80.37692367463502
74;Male;171.6919827721059;73.98448493815755
75;Male;184.17062576546343;98.07485943329569
76;Male;180.98258343367382;92.83009475385514
77;Male;182.39533469899166;91.13596374059317
78;Male;183.50272031729986;100.19927560392696
79;Male;168.94207425877417;89.108085051696
80;Male;167.71374637223823;76.4941223072169
81;Male;171.64597101454692;82.29642715878188
82;Male;173.34628424812547;90.10998495147659
83;Male;187.51836258668223;107.91712805365381
84;Male;177.29825947564564;78.49012935038083
85;Male;167.53732757364295;72.884939116516
86;Male;180.54070464239254;85.54877526710153
87;Male;169.15433920450758;94.50394004877315
88;Male;175.13689913577448;87.74062224900251
89;Male;173.34093295245825;78.9747642258749
90;Male;183.68473581202682;89.52481313478435
91;Male;182.4111679418082;91.45352147144179
92;Male;165.70210577785005;82.10558296604319
93;Male;179.42694643045218;82.60930266003236
94;Male;164.4190910170277;80.5349254947337
95;Male;170.44302000331504;74.83115000092519
96;Male;165.39841161563606;75.16795635253501
97;Male;182.12113441846498;87.58596782982504
98;Male;169.7555106430556;81.95676565888498
99;Male;168.83703916425623;78.36877853054426
100;Male;176.30527660033388;80.49925175687932
101;Male;177.93253078529222;91.08977269539352
102;Male;169.52875581598627;76.08542017797264
103;Male;168.33679595315257;70.03262023486185
104;Male;173.5542579020041;80.73244901689431
105;Male;177.99275601589463;83.43319400473975
106;Male;174.58178989778537;81.28585550806041
107;Male;171.59237020516505;71.92517053412652
108;Male;168.284226638376;75.52466992498536
109;Male;175.72279480866203;78.01042029536234
110;Male;171.72712655176483;79.09019821346939
111;Male;176.00355457559223;85.15978964241154
112;Male;173.20433737956765;91.39332783214566
113;Male;181.88199792918212;92.95325328915676
114;Male;175.760018076242;81.05033439450234
115;Male;170.84538088681722;74.39563230832704
116;Male;187.1603912359995;101.27348784141617
117;Male;176.62452611852882;92.060264057547
118;Male;173.51136199732946;85.90659881838799
119;Male;172.05696720475584;80.81673864594755
120;Male;182.13263700679423;101.28679207009273
121;Male;161.62595209361825;75.76288511056204
122;Male;174.55184407744372;81.85915041112814
123;Male;170.0513277914747;74.58828094113842
124;Male;159.27575392770365;68.0250191588373
125;Male;183.53635866594223;87.50255362572868
126;Male;180.10797877917565;91.57296673859076
127;Male;171.72900274827228;81.58669764235906
128;Male;179.83595974746328;89.11618817029998
129;Male;176.03411337448668;85.07192779609676
130;Male;168.25696178653445;77.87864368816058
131;Male;171.43017016227572;86.95340713333292
132;Male;167.14787066005033;75.22852703005063
133;Male;181.4670123803187;84.21513416257322
